disarm_id,name,metatechnique,summary,actortypes,resources_needed,how_found,references,incident_ids,tactic,responsetype,notes,tags,techniques,longname
C00085,Mute content,M003 - daylight,"Rate-limit disinformation content.  Reduces its effects, whilst not running afoul of censorship concerns.

Online archives of content (archives of websites, social media profiles, media, copies of published advertisements; or archives of comments attributed to bad actors, as well as anonymized metadata about users who interacted with them and analysis of the effect) is useful for intelligence analysis and public transparency, but will need similar muting or tagging/ shaming as associated with bad actors.",,,2019-11-workshop,,,TA06 Develop Content,D03,,action,"T0008 - Create fake or imposter news sites
T0007 - Create fake Social Media Profiles / Pages / Groups
T0017 - Promote online funding
T0022 - Conspiracy narratives
T0021 - Memes 
T0025 - Leak altered documents
T0024 - Create fake videos and images
T0026 - Create fake research
T0045 - Use fake experts
T0044 - Seed distortions
T0049 - Flooding 
T0051 - Fabcricate social media comment
T0052 - Tertiary sites amplify news
T0053 - Twitter trolls amplify and manipulate
T0054 - Twitter bots amplify
T0055 - Use hashtag
T0056 - Dedicated channels disseminate information pollution
T0057 - Organise remote rallies and events
T0061 - Sell merchandising
T0060 - Continue to amplify",C00085 - Mute content
C00086,Distract from noise with addictive content,M002 - diversion,"Example: Interject addictive links or contents into discussions of disinformation materials and measure a ""conversion rate"" of users who engage with your content and away from the social media channel's ""information bubble"" around the disinformation item. Use bots to amplify and upvote the addictive content. ",,,2019-11-workshop,,,TA06 Develop Content,D04,,information,"T0044 - Seed distortions
T0050 - Cheerleading domestic social media ops
T0051 - Fabricate social media comment
T0049 - Flooding 
T0054 - Twitter bots amplify
T0053 - Twitter trolls amplify and manipulate
T0055 - Use hashtag
",C00086 - Distract from noise with addictive content
C00112,"""Prove they are not an op!""",M004 - friction,Challenge misinformation creators to prove they're not an information operation.  ,,,2019-11-workshop,,,TA08 Pump Priming,D02,,narrative,"T0040 - Demand insurmontable proof
T0042 - Kernel of truth","C00112 - ""Prove they are not an op!"""
C00090,Fake engagement system,M002 - diversion,"Create honeypots for misinformation creators to engage with, and reduce the resources they have available for misinformation campaigns. ",,,2019-11-workshop,,,TA07 Channel Selection,D05,,action,"T0020 - Trial content
T0062 - Message reach
T0063 - Social media engagement",C00090 - Fake engagement system
C00091,Honeypot social community,M002 - diversion,"Set honeypots, e.g. communities, in networks likely to be used for disinformation. ",,,2019-11-workshop,,,TA06 Develop Content,D05,,action,"T0062 - Message reach
T0063 - Social media engagement
T0054 - Twitter bots amplify
T0053 - Twitter trolls amplify and manipulate
T0049 - Flooding",C00091 - Honeypot social community
C00092,Establish a truth teller reputation score for influencers,M006 - scoring,"Includes ""Establish a truth teller reputation score for influencers” and “Reputation scores for social media users”.  Influencers are individuals or accounts with many followers. ",A001 - data scientist,R001 - datastreams,2019-11-workshop,,,TA02 Objective Planning,D07,,information,"TA07 - Channel Selection
TA08 - Pump Priming
T0010 - Cultivate ignorant agents
T0023 - Distort facts
T0039 - Bait legitimate influencers
T0045 - Use fake experts
T0044 - Seed distortions
T0054 - Twitter bots amplify
T0053 - Twitter trolls amplify and manipulate
T0056 - Dedicated channels disseminate information pollution",C00092 - Establish a truth teller reputation score for influencers
C00093,Influencer code of conduct,M001 - resilience,Establish tailored code of conduct for individuals with many followers.  Can be platform code of conduct; can also be community code.,,,2019-11-workshop,,,TA15 - Establish Social Assets,D07,,information,"TA07 - Channel Selection
T0010 - Cultivate ignorant agents
T0017 - Promote online funding
T0039 - Bait legitimate influencers
T0047 - Muzzle social media as a political force
T0048 - Cow online opinion leaders
T0053 - Twitter trolls amplify and manipulate",C00093 - Influencer code of conduct
C00094,Force full disclosure on corporate sponsor of research,M003 - daylight,Accountability move: make sure research is published with its funding sources. ,,,2019-11-workshop,,,TA06 Develop Content,D04,,information,T0026 - Create fake research,C00094 - Force full disclosure on corporate sponsor of research
C00096,Strengthen institutions that are always truth tellers,M006 - scoring,"Increase credibility, visibility, and reach of positive influencers in the information space. ",,,2019-11-workshop,,,TA01 Strategic Planning,D07,,information,"T0022 - Conspiracy narratives
T0027 - Adapt existing narrativies
T0026 - Create fake research
T0024 - Create fake videos and images
T0023 - Distort facts
T0025 - Leak altered documents
",C00096 - Strengthen institutions that are always truth tellers
C00097,Require use of verified identities to contribute to poll or comment,M004 - friction,Reduce poll flooding by online taking comments or poll entries from verified accounts. ,A031 - social media platform administrator,R004 - platform algorithms,2019-11-workshop,,,TA07 Channel Selection,D02,,information,"T0029 - Manipulate online polls
T0030 - Backstop personas
T0045 - Use fake experts
T0009 - Create fake experts
T0007 - Create fake Social Media Profiles / Pages / Groups
T0054 - Twitter bots amplify
T0053 - Twitter trolls amplify and manipulate",C00097 - Require use of verified identities to contribute to poll or comment
C00098,"Revocation of allowlisted or ""verified"" status",M004 - friction,remove blue checkmarks etc from known misinformation accounts. ,A031 - social media platform administrator,,2019-11-workshop,,,TA07 Channel Selection,D02,,action,"T0038 - Twitter 
T0011 - Hijack legitimate account","C00098 - Revocation of allowlisted or ""verified"" status"
C00099,Strengthen verification methods,M004 - friction,"Improve content veerification methods available to groups, individuals etc.  ",A031 - social media platform administrator,R004 - platform algorithms,2019-11-workshop,,,TA07 Channel Selection,D02,,information,"T0030 - Backstop personas
T0045 - Use fake experts
T0009 - Create fake experts
T0008 - Create fake or imposter news sites
T0007 - Create fake Social Media Profiles / Pages / Groups",C00099 - Strengthen verification methods
C00100,Hashtag jacking,M002 - diversion,Post large volumes of unrelated content on known misinformation hashtags ,,,2019-11-workshop,,,TA08 Pump Priming,D03,,information,T0055 - Use hashtag,C00100 - Hashtag jacking
C00101,Create friction by rate-limiting engagement,M004 - friction,"Create participant friction.  Includes Make repeat voting hard, and throttle number of forwards. ",A031 - social media platform administrator,R004 - platform algorithms,2019-11-workshop,,,TA07 Channel Selection,D04,,action,"T0029 - Manipulate online polls
T0049 - Flooding 
T0053 - Twitter trolls amplify and manipulate
T0054 - Twitter bots amplify",C00101 - Create friction by rate-limiting engagement
C00103,Create a bot that engages / distract trolls,M002 - diversion,"This is reactive, not active measure (honeypots are active).  It's a platform controlled measure.",A024 - developer,,2019-11-workshop,,,TA07 Channel Selection,D05,,action,"T0029 - Manipulate online polls
T0062 - Message Reach
T0063 - Social Media Engagement
T0053 - Twitter trolls amplify and manipulate",C00103 - Create a bot that engages / distract trolls
C00105,Buy more advertising than misinformation creators,M009 - dilution,Shift influence and algorithms by posting more adverts into spaces than misinformation creators. ,A023 - adtech provider,R003 - money,2019-11-workshop,,,TA07 Channel Selection,D03,,information,"T0016 - Clickbait 
T0018 - Paid targeted ads",C00105 - Buy more advertising than misinformation creators
C00106,Click-bait centrist content,M002 - diversion,Create emotive centrist content that gets more clicks,,,2019-11-workshop,,,TA06 Develop Content,D03,,information,T0016 - Clickbait,C00106 - Click-bait centrist content
C00107,Content moderation,"M006 - scoring, M005 - removal","includes social media content take-downs, e.g. facebook or Twitter content take-downs",A031 - social media platform administrator,,"2019-11-workshop, 2019-11-search",,"I00005,I00009,I00056",TA06 Develop Content,D02,,action,"T0009 - Create fake experts
T0008 - Create fake or imposter news sites
T0007 - Create fake Social Media Profiles / Pages / Groups
T0013 - Create fake websites
T0014 - Create funding campaign
T0015 - Create hashtag
T0016 - Clickbait 
T0017 - Promote online funding
T0018 - Paid targeted ads
T0021 - Memes 
T0025 - Leak altered documents
T0024 - Create fake videos and images
T0026 - Create fake research
T0045 - Use fake experts
T0055 - Use hashtag
T0057 - Organise remote rallies and events
T0001 - 5Ds (dismiss, distort, distract, dismay, divide)
T0022 - Conspiracy narratives
T0027 - Adapt existing narratives
T0061 - Sell merchandising",C00107 - Content moderation
C00109,Dampen Emotional Reaction,M001 - resilience,"Reduce emotional responses to misinformation through calming messages, etc. ",,,2019-11-workshop,,,TA09 Exposure,D03,,information,,C00109 - Dampen Emotional Reaction
C00111,Reduce polarisation by connecting and presenting sympathetic renditions of opposite views,M001 - resilience,,"A021 - media organisation,A013 - content creator",,2019-11-workshop,,,TA01 Strategic Planning,D04,,information,T0010 - Cultivate ignorant agents,C00111 - Reduce polarisation by connecting and presenting sympathetic renditions of opposite views
C00118,Repurpose images with new text,M010 - countermessaging,Add countermessage text to iamges used in misinformation incidents. ,,,2019-11-workshop,,,TA08 Pump Priming,D04,,narrative,"T0044 - Seed distortions
T0021 - Memes 
T0024 - Create fake videos and images",C00118 - Repurpose images with new text
C00113,Debunk and defuse a fake expert / credentials.,M003 - daylight,"Debunk fake experts, their credentials, and potentially also their  audience quality",,,2019-11-workshop,,,TA08 Pump Priming,D02,,information,T0045 - Use fake experts,C00113 - Debunk and defuse a fake expert / credentials.
C00114,Don't engage with payloads,M004 - friction,Stop passing on misinformation,A015 - general public,,2019-11-workshop,,,TA08 Pump Priming,D02,,information,"T0039 - Bait legitimate inffluencers 
T0048 - Cow online opinion leaders
",C00114 - Don't engage with payloads
C00115,Expose actor and intentions,M003 - daylight,Debunk misinformation creators and posters. ,,,2019-11-workshop,,,TA08 Pump Priming,D02,,information,"T0041 - Deny involvement
T0048 - Cow online opinion leaders
T0052 - Tertiary sites amplify news
T0053 - Twitter trolls amplify and manipulate
T0056 - Dedicated channels disseminate information pollution",C00115 - Expose actor and intentions
C00116,Provide proof of involvement,M003 - daylight,Build and post information about groups etc's involvement in misinformation incidents. ,,,2019-11-workshop,,,TA08 Pump Priming,D02,,information,T0041 - Deny involvement,C00116 - Provide proof of involvement
C00117,Downgrade / de-amplify so message is seen by fewer people,M010 - countermessaging,Label promote counter to disinformation,,,2019-11-workshop,,,TA08 Pump Priming,D04,,information,"T0046 - Search engine optimization
T0022 - Conspiracy narratives
T0021 - Memes 
T0025 - Leak altered documents
T0024 - Create fake videos and images
T0026 - Create fake research
T0045 - Use fake experts
T0044 - Seed distortions
T0060 - Continue to amplify
",C00117 - Downgrade / de-amplify so message is seen by fewer people
C00125,Prebunking,M001 - resilience,"Produce material in advance of misinformation incidents, by anticipating the narratives used in them, and debunking them. ",,,2019-11-workshop,,,TA09 Exposure,D03,,narrative,"T0056 - Dedicated channels disseminate information pollution
T0052 - Tertiary sites amplify news
T0054 - Twitter bots amplify
T0053 - Twitter trolls amplify and manipulate
T0055 - Use hashtag
T0045 - Use fake experts
T0022 - Conspiracy narratives
T0027 - Adapt existing narratives
T0002 - Facilitate State Propaganda
T0003 - Leverage existing narratives
T0004 - Competing narratives
T0010 - Cultivate ignorant agents
",C00125 - Prebunking
C00119,Engage payload and debunk.,M010 - countermessaging,debunk misinformation content.  Provide link to facts. ,,,2019-11-workshop,,,TA08 Pump Priming,D07,,information,"T0022 - Conspiracy narratives
T0021 - Memes 
T0025 - Leak altered documents
T0024 - Create fake videos and images
T0026 - Create fake research
T0045 - Use fake experts
T0044 - Seed distortions
T0060 - Continue to amplify",C00119 - Engage payload and debunk.
C00120,Open dialogue about design of platforms to produce different outcomes,M007 - metatechnique,Redesign platforms and algorithms to reduce the effectiveness of disinformation,,,2019-11-workshop,,,TA08 Pump Priming,D07,,action,"T0047 - Muzzle social media as a political force
T0052 - Tertiary sites amplify news
T0053 - Twitter trolls amplify and manipulate
T0054 - Twitter bots amplify
T0055 - Use hashtag
T0056 - Dedicated channels disseminate information pollution",C00120 - Open dialogue about design of platforms to produce different outcomes
C00121,Tool transparency and literacy for channels people follow. ,M001 - resilience,"Make algorithms in platforms explainable, and visible to people using those platforms. ",,,2019-11-workshop,,,TA08 Pump Priming,D07,,information,T0043 - Use SMS/ WhatsApp/ Chat app,C00121 - Tool transparency and literacy for channels people follow. 
C00122,Content moderation,M004 - friction,Beware: content moderation misused becomes censorship. ,A031 - social media platform administrator,,2019-11-workshop,,,TA09 Exposure,D02,,action,"T0008 - Create fake or imposter news sites
T0007 - Create fake Social Media Profiles / Pages / Groups
T0014 - Create funding campaign
T0015 - Create hashtag
T0016 - Clickbait 
T0017 - Promote online funding
T0018 - Paid targeted ads
T0022 - Conspiracy narratives
T0021 - Memes 
T0025 - Leak altered documents
T0024 - Create fake videos and images
T0026 - Create fake research
T0045 - Use fake experts
T0044 - Seed distortions
T0049 - Flooding 
T0051 - Fabcricate social media comment
T0052 - Tertiary sites amplify news
T0053 - Twitter trolls amplify and manipulate
T0054 - Twitter bots amplify
T0055 - Use hashtag
T0056 - Dedicated channels disseminate information pollution
T0057 - Organise remote rallies and events
T0061 - Sell merchandising
T0060 - Continue to amplify",C00122 - Content moderation
C00123,Remove or rate limit botnets,M004 - friction,reduce the visibility of known botnets online. ,,,2019-11-workshop,,,TA09 Exposure,D03,,action,"T0029 - Manipulate online polls
T0049 - Flooding
T0054 - Twitter bots amplify
T0060 - Continue to amplify",C00123 - Remove or rate limit botnets
C00124,Don't feed the trolls,M004 - friction,Don't engage with individuals relaying misinformation. ,"A015 - general public,A021 - media organisation",,2019-11-workshop,,,TA09 Exposure,D03,,action,"TA08 - Pump Priming
TA09 - Exposure
T0053 - Twitter trolls amplify and manipulate
T0063 - Social media engagement",C00124 - Don't feed the trolls
C00211,Use humorous counter-narratives,M010 - countermessaging,,,,2019-11-search,,I00004,TA09 Exposure,D03,,narrative,"T0027 - Adapt existing narratives
T0022 - Conspiracy narratives
T0028 - Create competing narratives
T0026 - Create fake research
T0021 - Memes 
T0020 - Trial content
T0025 - Leak altered documents
T0024 - Create fake videos and images
T0026 - Create fake research
T0045 - Use fake experts
T0055 - Use hashtag
T0057 - Organise remote rallies and events",C00211 - Use humorous counter-narratives
C00126,Social media amber alert,M003 - daylight,"Create an alert system around disinformation and misinformation artifacts, narratives, and incidents ",,,2019-11-workshop,,,TA09 Exposure,D03,,information,"T0056 - Dedicated channels disseminate information pollution
T0052 - Tertiary sites amplify news
T0054 - Twitter bots amplify
T0053 - Twitter trolls amplify and manipulate
T0055 - Use hashtag
T0045 - Use fake experts
T0022 - Conspiracy narratives
T0027 - Adapt existing narratives
T0002 - Facilitate State Propaganda
T0003 - Leverage existing narratives
T0004 - Competing narratives
T0010 - Cultivate ignorant agents
T0057 - Organise remote rallies and events",C00126 - Social media amber alert
C00128,"Create friction by marking content with ridicule or other ""decelerants""",M009 - dilution,"Repost or comment on misinformation artifacts, using ridicule or other content to reduce the likelihood of reposting. ",A003 - trusted authority,,2019-11-workshop,,,TA09 Exposure,D03,,information,"T0050 - Cheerleading domestic social media ops
T0056 - Dedicated channels disseminate information pollution
T0049 - Flooding 
T0052 - Tertiary sites amplify news
T0054 - Twitter bots amplify
T0053 - Twitter trolls amplify and manipulate
T0055 - Use hashtag
T0057 - Organise remote rallies and events
T0061 - Sell merchandising","C00128 - Create friction by marking content with ridicule or other ""decelerants"""
C00129,Use banking to cut off access ,M014 - reduce resources,fiscal sanctions; parallel to counter terrorism,,,2019-11-workshop,,,TA09 Exposure,D02,,action,"T0057 - Organise remote rallies and events
T0061 - Sell merchandising
T0014 - Create funding campaign
T0017 - Promote online funding
T0018 - Paid targeted ads",C00129 - Use banking to cut off access 
C00130,"Mentorship: elders, youth, credit. Learn vicariously.",M001 - resilience,Train local influencers in countering misinformation. ,,,2019-11-workshop,,,TA05 Microtargeting,D07,,education,T0010 - Cultivate ignorant agents,"C00130 - Mentorship: elders, youth, credit. Learn vicariously."
C00131,Seize and analyse botnet servers,M005 - removal,Take botnet servers offline by seizing them. ,A029 - server administrator,,2019-11-workshop,,,TA11 Persistence,D02,,action,"T0049 - Flooding
T0054 - Twitter bots amplify
T0060 - Continue to amplify",C00131 - Seize and analyse botnet servers
C00133,Deplatform Account*,M005 - removal,Note: Similar to Deplatform People but less generic. Perhaps both should be left.,A031 - social media platform administrator,,2019-11-workshop,,,TA15 - Establish Social Assets,D03,,action,"TA07 - Channel Selection
TA09 - Exposure
TA10 - Go Physical
T0007 - Create fake Social Media Profiles / Pages / Groups
T0009 - Create fake experts
T0045 - Use fale experts
T0011 - Hijack legitimate account
T0045 - Use fake experts",C00133 - Deplatform Account*
C00135,Deplatform message groups and/or message boards,M005 - removal,Merged two rows here. ,A031 - social media platform administrator,,2019-11-workshop,,,TA15 Establish Social Assets,D03,,action,"TA07 - Channel Selection
TA09 - Exposure
TA10 - Go Physical
T0007 - Create fake Social Media Profiles / Pages / Groups
T0043 - Use SMS/ WhatsApp/ Chat apps",C00135 - Deplatform message groups and/or message boards
C00136,Microtarget most likely targets then send them countermessages,M010 - countermessaging,"Find communities likely to be targetted by misinformation campaigns, and send them countermessages or pointers to information sources. ",,,2019-11-workshop,,,TA08 Pump Priming,D03,,information,"TA08 - Pump Priming
TA09 - Exposure
TA10 - Go Physical
T0010 - Cultivate ignorant agents
T0020 - Trial content
T0063 - Social media engagement",C00136 - Microtarget most likely targets then send them countermessages
C00138,Spam domestic actors with lawsuits,M014 - reduce resources,"File multiple lawsuits against known misinformation creators and posters, to distract them from disinformation creation. ",,,2019-11-workshop,,,TA11 Persistence,D03,,regulation,"T0060 - Continue to amplify
T0056 - Dedicated channels disseminate information pollution",C00138 - Spam domestic actors with lawsuits
C00139,Weaponise youtube content matrices,M004 - friction,God knows what this is. Keeping temporarily in case we work it out. ,,,2019-11-workshop,,,TA11 Persistence,D03,,information,,C00139 - Weaponise youtube content matrices
C00140,"""Bomb"" link shorteners with lots of calls",M008 - data pollution,"Applies to most of the content used by exposure techniques except ""T0055 - Use hashtag”. Applies to analytics",,,2019-11-workshop,,,TA12 Measure Effectiveness,D03,,action,"TA05 - Microtargeting
TA09 - Exposure*
TA10 - Go Physical","C00140 - ""Bomb"" link shorteners with lots of calls"
C00142,Platform adds warning label and decision point when sharing content,M004 - friction,"Includes “this has been disproved: do you want to forward it”. Includes “""Hey this story is old"" popup when messaging with old URL” - this assumes that this technique is based on visits to an URL shortener or a captured news site that can publish a message of our choice.  Includes “mark clickbait visually”. ",A031 - social media platform administrator,R004 - platform algorithms,2019-11-workshop,,,TA06 Develop Content,D04,,information,"TA05 - Microtargeting
TA09 - Exposure
TA10 - Go Physical
TA11 - Persistence
T0016 - Clickbait
",C00142 - Platform adds warning label and decision point when sharing content
C00143,(botnet) DMCA takedown requests to waste group time,M013 - targeting,Use copyright infringement claims to remove videos etc. ,"A015 - general public,A014 - elves",,2019-11-workshop,,,TA11 Persistence,D04,,regulation,"T0060 - Continue to amplify
T0058 - Legacy web content
T0024 - Create fake videos and images",C00143 - (botnet) DMCA takedown requests to waste group time
C00144,Buy out troll farm employees / offer them jobs,M014 - reduce resources,Degrade the infrastructure. Could e.g. pay to not act for 30 days.  Not recommended,,,2019-11-workshop,,,TA02 Objective Planning,D04,,action,T0053 - Twitter trolls amplify and manipulate,C00144 - Buy out troll farm employees / offer them jobs
C00147,Make amplification of social media posts expire (e.g. can't like/ retweet after n days),M004 - friction,"Stop new community activity (likes, comments) on old social media posts.  ",A031 - social media platform administrator,R004 - platform algorithms,2019-11-workshop,,,TA09 Exposure,D03,,action,T0060 - Continue to amplify,C00147 - Make amplification of social media posts expire (e.g. can't like/ retweet after n days)
C00148,Add random links to network graphs,M008 - data pollution,"If creators are using network analysis to determine how to attack networks, then adding random extra links to those networks might throw that analysis out enough to change attack outcomes. Unsure which DISARM techniques.",A031 - social media platform administrator,R004 - platform algorithms,2019-11-workshop,,,TA12 Measure Effectiveness,D04,,action,"T0062 - Message reach
T0063 - Social media engagement
",C00148 - Add random links to network graphs
C00149,Poison the monitoring & evaluation data,M008 - data pollution,Includes Pollute the AB-testing data feeds: Polluting A/B testing requires knowledge of MOEs and MOPs. A/B testing must be caught early when there is relatively little data available so infiltration of TAs and understanding of how content is migrated from testing to larger audiences is fundamental.,,,2019-11-workshop,,,TA12 Measure Effectiveness,D04,,action,"TA12 - Measure Effectiveness
T0020 - Trial content
T0046 - Search Engine Optimization
T0057 - Organise  remote rallies and events
T0063 - Social media engagement",C00149 - Poison the monitoring & evaluation data
C00153,Take pre-emptive action against actors' infrastructure,M013 - targeting,"Align offensive cyber action with information operations and counter disinformation approaches, where appropriate.",A027 - information security,,2019-11-search,Dalton19,,TA01 Strategic Planning,D03,,action,"T0008 - Create fake or imposter news sites
T0007 - Create fake Social Media Profiles / Pages / Groups
T0011 - Hijack legitimate account
T0013 - Create fake websites
T0014 - Create funding campaign
T0017 - Promote online funding
T0018 - Paid targeted ads
T0056 - Dedicated channels disseminate information pollution
T0049 - Flooding 
T0052 - Tertiary sites amplify news
T0054 - Twitter bots amplify
T0053 - Twitter trolls amplify and manipulate
T0058 - Legacy web content
T0057 - Organise remote rallies and events
T0061 - Sell merchandising",C00153 - Take pre-emptive action against actors' infrastructure
C00154,Ask media not to report false information,M005 - removal,"Train media to spot and respond to misinformation, and ask them not to post or transmit misinformation they've found. ",A021 - media organisation,,2019-11-search,,I00022,TA08 Pump Priming,D02,,information,"T0039 - Bait legitimate inffluencers
T0048 - Cow online opinion leaders
T0045 - Use fake experts",C00154 - Ask media not to report false information
C00155,Ban incident actors from funding sites,M005 - removal,Ban misinformation creators and posters from funding sites,A025 - funding site admin,,2019-11-search,,I00002,TA15 - Establish Social Assets,D02,,action,"T0014 - Create funding campaign
T0017 - Promote online funding",C00155 - Ban incident actors from funding sites
C00156,Better tell your country or organization story,M010 - countermessaging,"Civil engagement activities conducted on the part of EFP forces.  NATO should likewise provide support and training, where needed, to local public affairs and other communication personnel. Local government and military public affairs personnel can play their part in creating and disseminating entertaining and sharable content that supports the EFP mission. ","A018 - government,A019 - military",,2019-11-search,Rand2237,,TA02 Objective Planning,D03,,information,"T0022 - Conspiracy narratives
T0027 - Adapt existing narratives
T0002 - Facilitate State Propaganda
T0003 - Leverage existing narratives
T0004 - Competing narratives
T0010 - Cultivate ignorant agents",C00156 - Better tell your country or organization story
C00159,Have a disinformation response plan,M007 - metatechnique,"e.g. Create a campaign plan and toolkit for competition short of armed conflict (this used to be called “the grey zone”). The campaign plan should account for own vulnerabilities and strengths, and not over-rely on any one tool of statecraft or line of effort.  It will identify and employ a broad spectrum of national power to deter, compete, and counter (where necessary) other countries’ approaches, and will include understanding of own capabilities, capabilities of disinformation creators, and international standards of conduct to compete in, shrink the size, and ultimately deter use of competition short of armed conflict.",,,2019-11-search,Hicks19,,TA01 Strategic Planning,D03,,action,,C00159 - Have a disinformation response plan
C00160,find and train influencers,M001 - resilience,"Identify key influencers (e.g. use network analysis), then reach out to identified users and offer support, through either training or resources.","A001 - data scientist,A016 - influencer",,2019-11-search,Rand2237,,TA15 - Establish Social Assets,D02,,education,"T0039 - Bait legitimate inffluencers
T0010 - Cultivate ignorant agents
T0048 - Cow online opinion leaders",C00160 - find and train influencers
C00161,Coalition Building with stakeholders and Third-Party Inducements,M007 - metatechnique,"Advance coalitions across borders and sectors, spanning public and private, as well as foreign and domestic, divides. Improve mechanisms to collaborate, share information, and develop coordinated approaches with the private sector at home and allies and partners abroad.",,,2019-11-search,Dalton19,,TA01 Strategic Planning,D07,,action,"T0022 - Conspiracy narratives
T0027 - Adapt existing narratives
T0002 - Facilitate State Propaganda
T0003 - Leverage existing narratives
T0004 - Competing narratives",C00161 - Coalition Building with stakeholders and Third-Party Inducements
C00162,Unravel/target the Potemkin villages,M013 - targeting,"Kremlin’s narrative spin extends through constellations of “civil society” organizations, political parties, churches, and other actors. Moscow leverages think tanks, human rights groups, election observers, Eurasianist integration groups, and orthodox groups. A collection of Russian civil society organizations, such as the Federal Agency for the Commonwealth of Independent States Affairs, Compatriots Living Abroad, and International Humanitarian Cooperation, together receive at least US$100 million per year, in addition to government-organized nongovernmental organizations (NGOs), at least 150 of which are funded by Russian presidential grants totaling US$70 million per year.",,,2019-11-search,Rand2237,,TA15 Establish Social Assets,D03,,information,"T0010 - Cultivate ignorant agents
T0022 - Conspiracy narratives
T0027 - Adapt existing narratives
T0002 - Facilitate State Propaganda
T0003 - Leverage existing narratives
T0004 - Competing narratives
T0039 - Bait legitimate inffluencers
T0052 - Tertiary sites amplify news
T0056 - Dedicated channels disseminnate information pollution
T0050 - Cheerleading domemstic social media ops",C00162 - Unravel/target the Potemkin villages
C00164,compatriot policy,M013 - targeting,"protect the interests of this population and, more importantly, influence the population to support pro-Russia causes and effectively influence the politics of its neighbors",,,2019-11-search,Rand2237,,TA02 Objective Planning,D03,,action,"T0022 - Conspiracy narratives
T0027 - Adapt existing narratives
T0002 - Facilitate State Propaganda
T0003 - Leverage existing narratives
T0004 - Competing narratives
",C00164 - compatriot policy
C00165,Ensure integrity of official documents,M004 - friction,"e.g. for leaked legal documents, use court motions to limit future discovery actions",,,2019-11-search,,I00015,TA06 Develop Content,D02,,information,T0025 - leak altered documents,C00165 - Ensure integrity of official documents
C00169,develop a creative content hub,M010 - countermessaging,"international donors will donate to a basket fund that will pay a committee of local experts who will, in turn, manage and distribute the money to Russian-language producers and broadcasters that pitch various projects.",,,2019-11-search,Rand2237,,TA02 Objective Planning,D03,,action,"T0010 - Cultivate ignorant agents
T0022 - Conspiracy narratives
T0027 - Adapt existing narratives
T0002 - Facilitate State Propaganda
T0003 - Leverage existing narratives
T0004 - Competing narratives
T0039 - Bait legitimate inffluencers",C00169 - develop a creative content hub
C00170,elevate information as a critical domain of statecraft,M007 - metatechnique,"Shift from reactive to proactive response, with priority on sharing relevant information with the public and mobilizing private-sector engagement. Recent advances in data-driven technologies have elevated information as a source of power to influence the political and economic environment, to foster economic growth, to enable a decision-making advantage over competitors, and to communicate securely and quickly.",,,2019-11-search,Dalton19,,TA01 Strategic Planning,D03,,action,,C00170 - elevate information as a critical domain of statecraft
C00172,social media source removal,M005 - removal,"Removing accounts, pages, groups, e.g. facebook page removal",A031 - social media platform administrator,,2019-11-search,,I00035,TA15 Establish Social Assets,D02,,action,"T0008 - Create fake or imposter news sites
T0007 - Create fake Social Media Profiles / Pages / Groups
T0013 - Create fake websites
",C00172 - social media source removal
C00174,Create a healthier news environment,"M007 - metatechnique, M002 - diversion","Free and fair press: create bipartisan, patriotic commitment to press freedom.  Note difference between news and editorialising.  Build alternative news sources: create alternative local-language news sources to counter local-language propaganda outlets. Delegitimize the 24 hour news cycle.  includes Provide an alternative to disinformation content by expanding and improving local content: Develop content that can displace geopolitically-motivated narratives in the entire media environment, both new and old media alike.",A021 - media organisation,,"2019-11-workshop, 2019-11-search","Hicks19, p143 of Corker18, Rand2237",,TA01 Strategic Planning,D02,,action,"T0001 - 5Ds (dismiss, distort, distract, dismay, divide)
T0045 - Use fake experts
T0010 - Cultivate ignorant agents
T0022 - Conspiracy narratives
T0027 - Adapt existing narratives
T0044 - Seed distortions",C00174 - Create a healthier news environment
